"";"X";"Project";"Year";"Location";"Trap";"Intervall2";"timepoint";"ID";"Intervall";"Fangtage";"species";"sex";"number";"sella_score"
"2152";3552;"NE";21;16;"PG";"K";"28";"NE.21.16.PG.K.28";"";1;"Ae. vexans";"female";2;"1"
"2153";3553;"NE";21;16;"PG";"K";"28";"NE.21.16.PG.K.28";"";1;"Ae. sticticus";"female";1;"1"
"2154";3562;"NE";21;9;"PG";"J";"2459441";"NE.21.9.PG.J.2459441";"";3;"Cx. pipiens s.l.";"female";1;"4"
"2155";3563;"NE";21;9;"PG";"J";"2459441";"NE.21.9.PG.J.2459441";"";3;"Cx. pipiens s.l.";"female";1;"3"
"2156";3564;"NE";21;9;"PG";"J";"2459441";"NE.21.9.PG.J.2459441";"";3;"Ae. spec.";"female";1;"1"
"2157";3565;"NE";21;9;"PG";"J";"2459441";"NE.21.9.PG.J.2459441";"";3;"Ae. spec.";"female";1;"1"
"2158";3566;"NE";21;9;"PG";"J";"2459441";"NE.21.9.PG.J.2459441";"";3;"Ae. spec.";"female";1;"1"
"2159";3567;"NE";21;9;"PG";"J";"2459441";"NE.21.9.PG.J.2459441";"";3;"Ae. spec.";"male";1;"0"
"2160";3568;"NE";21;9;"PG";"J";"2459441";"NE.21.9.PG.J.2459441";"";3;"Cx. pipiens s.l.";"female";23;"1"
"2161";3569;"NE";21;9;"PG";"J";"2459441";"NE.21.9.PG.J.2459441";"";3;"Cx. pipiens s.l.";"female";20;"7"
"2162";3570;"NE";21;9;"PG";"J";"2459441";"NE.21.9.PG.J.2459441";"";3;"Ae. vexans";"female";4;"1"
"2163";3571;"NE";21;9;"PG";"J";"2459436";"NE.21.9.PG.J.2459436";"";1;"Ae. spec.";"female";1;"1"
"2164";3572;"NE";21;9;"PG";"J";"2459436";"NE.21.9.PG.J.2459436";"";1;"Cx. pipiens s.l.";"female";7;"1"
"2165";3573;"NE";21;9;"PG";"J";"2459436";"NE.21.9.PG.J.2459436";"";1;"Cx. pipiens s.l.";"female";5;"7"
"2166";3574;"NE";21;9;"PG";"J";"2459438";"NE.21.9.PG.J.2459438";"";1;"Cx. pipiens s.l.";"female";10;"1"
"2167";3575;"NE";21;9;"PG";"J";"2459438";"NE.21.9.PG.J.2459438";"";1;"Cx. pipiens s.l.";"female";17;"7"
"2168";3576;"NE";21;9;"PG";"J";"2459438";"NE.21.9.PG.J.2459438";"";1;"An. plumbeus";"female";1;"1"
"2169";3577;"NE";21;9;"PG";"J";"2459437";"NE.21.9.PG.J.2459437";"";1;"Ae. japonicus";"female";1;"1"
"2170";3578;"NE";21;9;"PG";"J";"2459437";"NE.21.9.PG.J.2459437";"";1;"Cx. pipiens s.l.";"female";12;"7"
"2171";3579;"NE";21;9;"PG";"J";"2459437";"NE.21.9.PG.J.2459437";"";1;"Ae. spec.";"female";1;"1"
"2172";3580;"NE";21;9;"PG";"J";"2459439";"NE.21.9.PG.J.2459439";"";2;"Cx. pipiens s.l.";"female";25;"7"
"2173";3581;"NE";21;9;"PG";"J";"2459439";"NE.21.9.PG.J.2459439";"";2;"Cx. pipiens s.l.";"female";12;"7"
"2174";3582;"NE";21;9;"PG";"J";"2459439";"NE.21.9.PG.J.2459439";"";2;"Cx. pipiens s.l.";"female";25;"1"
"2175";3583;"NE";21;9;"PG";"J";"2459439";"NE.21.9.PG.J.2459439";"";2;"Cx. pipiens s.l.";"female";16;"1"
"2176";3584;"NE";21;9;"PG";"J";"2459439";"NE.21.9.PG.J.2459439";"";2;"Ae. vexans";"female";2;"1"
"2177";3585;"NE";21;9;"PG";"J";"2459439";"NE.21.9.PG.J.2459439";"";2;"Ae. japonicus";"male";5;"0"
"2178";3586;"NE";21;9;"PG";"J";"2459439";"NE.21.9.PG.J.2459439";"";2;"Ae. japonicus";"female";2;"1"
"2179";3587;"NE";21;9;"PG";"J";"2459450";"NE.21.9.PG.J.2459450";"";1;"Cx. pipiens s.l.";"female";22;"7"
"2180";3588;"NE";21;9;"PG";"J";"2459450";"NE.21.9.PG.J.2459450";"";1;"Cx. pipiens s.l.";"female";2;"1"
"2181";3589;"NE";21;9;"PG";"J";"2459447";"NE.21.9.PG.J.2459447";"";1;"Cx. pipiens s.l.";"female";20;"7"
"2182";3590;"NE";21;9;"PG";"J";"2459447";"NE.21.9.PG.J.2459447";"";1;"Cx. pipiens s.l.";"female";15;"1"
"2183";3591;"NE";21;9;"PG";"J";"2459447";"NE.21.9.PG.J.2459447";"";1;"Ae. sticticus";"female";1;"1"
"2184";3592;"NE";21;9;"PG";"J";"2459447";"NE.21.9.PG.J.2459447";"";1;"Ae. vexans";"female";3;"1"
"2185";3593;"NE";21;9;"PG";"J";"2459448";"NE.21.9.PG.J.2459448";"";1;"Ae. spec.";"female";1;"2"
"2186";3594;"NE";21;9;"PG";"J";"2459448";"NE.21.9.PG.J.2459448";"";1;"Cx. pipiens s.l.";"female";17;"1"
"2187";3595;"NE";21;9;"PG";"J";"2459448";"NE.21.9.PG.J.2459448";"";1;"Cx. pipiens s.l.";"female";10;"7"
"2188";3596;"NE";21;9;"PG";"J";"2459448";"NE.21.9.PG.J.2459448";"";1;"Ae. japonicus";"male";2;"0"
"2189";3597;"NE";21;9;"PG";"J";"2459448";"NE.21.9.PG.J.2459448";"";1;"Ae. japonicus";"female";1;"1"
"2190";3598;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"male";3;"0"
"2191";3599;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"female";25;"7"
"2192";3600;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"female";25;"7"
"2193";3601;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"female";25;"7"
"2194";3602;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"female";25;"7"
"2195";3603;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"female";25;"7"
"2196";3604;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"female";25;"7"
"2197";3605;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"female";12;"7"
"2198";3606;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"female";25;"1"
"2199";3607;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"female";25;"1"
"2200";3608;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"female";25;"1"
"2201";3609;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"female";25;"1"
"2202";3610;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"female";25;"1"
"2203";3611;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cx. pipiens s.l.";"female";25;"1"
"2204";3612;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Ae. sticticus";"female";2;"1"
"2205";3613;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Cq. richiardii";"female";1;"1"
"2206";3614;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Ae. japonicus";"male";1;"0"
"2207";3615;"NE";21;9;"PG";"J";"2459418";"NE.21.9.PG.J.2459418";"";12;"Ae. japonicus";"female";5;"1"
"2208";3616;"NE";21;9;"PG";"J";"2459430";"NE.21.9.PG.J.2459430";"";1;"Ae. japonicus";"female";1;"1"
"2209";3617;"NE";21;9;"PG";"J";"2459430";"NE.21.9.PG.J.2459430";"";1;"Cx. pipiens s.l.";"female";9;"7"
"2210";3618;"NE";21;9;"PG";"J";"2459430";"NE.21.9.PG.J.2459430";"";1;"Cx. pipiens s.l.";"female";7;"1"
"2211";3619;"NE";21;9;"PG";"J";"2459449";"NE.21.9.PG.J.2459449";"";1;"Ae. japonicus";"female";1;"7"
"2212";3620;"NE";21;9;"PG";"J";"2459449";"NE.21.9.PG.J.2459449";"";1;"Ae. japonicus";"male";1;"0"
"2213";3621;"NE";21;9;"PG";"J";"2459449";"NE.21.9.PG.J.2459449";"";1;"Cx. pipiens s.l.";"female";25;"7"
"2214";3622;"NE";21;9;"PG";"J";"2459449";"NE.21.9.PG.J.2459449";"";1;"Cx. pipiens s.l.";"female";1;"7"
"2215";3623;"NE";21;9;"PG";"J";"2459449";"NE.21.9.PG.J.2459449";"";1;"Cx. pipiens s.l.";"female";19;"1"
"2216";3624;"NE";21;9;"PG";"J";"2459449";"NE.21.9.PG.J.2459449";"";1;"Ae. vexans";"female";2;"1"
"2217";3625;"NE";21;9;"PG";"J";"2459449";"NE.21.9.PG.J.2459449";"";1;"Ae. sticticus";"female";1;"1"
"2218";3626;"NE";21;9;"PG";"J";"2459432";"NE.21.9.PG.J.2459432";"";1;"Ae. spec.";"female";1;"1"
"2219";3627;"NE";21;9;"PG";"J";"2459432";"NE.21.9.PG.J.2459432";"";1;"Cx. pipiens s.l.";"female";3;"7"
"2220";3628;"NE";21;9;"PG";"J";"2459432";"NE.21.9.PG.J.2459432";"";1;"Cx. pipiens s.l.";"female";3;"1"
"2221";3629;"NE";21;9;"PG";"J";"2459432";"NE.21.9.PG.J.2459432";"";1;"Cx. pipiens s.l.";"female";8;"1"
"2222";3630;"NE";21;9;"PG";"J";"2459432";"NE.21.9.PG.J.2459432";"";1;"Cx. pipiens s.l.";"male";1;"0"
"2223";3631;"NE";21;9;"PG";"J";"2459432";"NE.21.9.PG.J.2459432";"";1;"Cx. pipiens s.l.";"female";3;"7"
"2224";3632;"NE";21;9;"PG";"J";"2459433";"NE.21.9.PG.J.2459433";"";1;"Cx. pipiens s.l.";"female";3;"7"
"2225";3633;"NE";21;9;"PG";"J";"2459433";"NE.21.9.PG.J.2459433";"";1;"Cx. pipiens s.l.";"female";2;"1"
"2226";3634;"NE";21;9;"PG";"J";"2459435";"NE.21.9.PG.J.2459435";"";1;"0";"0";0;"0"
"2227";3635;"NE";21;9;"PG";"J";"2459434";"NE.21.9.PG.J.2459434";"";1;"Cx. pipiens s.l.";"female";4;"1"
"2228";3636;"NE";21;9;"PG";"J";"2459434";"NE.21.9.PG.J.2459434";"";1;"Cx. pipiens s.l.";"female";1;"7"
"2229";3638;"NE";21;19;"PG";"K";"16";"NE.21.19.PG.K.16";"";1;"0";"0";0;"0"
"2230";3640;"NE";21;19;"PG";"K";"24";"NE.21.19.PG.K.24";"";1;"0";"0";0;"0"
"2231";3642;"NE";21;19;"PG";"K";"22";"NE.21.19.PG.K.22";"";1;"Ae. annulipes s.l.";"female";1;"1"
"2232";3643;"NE";21;19;"PG";"K";"22";"NE.21.19.PG.K.22";"";1;"An. claviger s.s./An. petragnani";"female";1;"1"
"2233";3645;"NE";21;19;"PG";"K";"18";"NE.21.19.PG.K.18";"";1;"0";"0";0;"0"
"2234";3647;"NE";21;16;"PG";"K";"24";"NE.21.16.PG.K.24";"";1;"0";"0";0;"0"
"2235";3649;"NE";21;16;"PG";"K";"22";"NE.21.16.PG.K.22";"";1;"0";"0";0;"0"
"2236";3652;"NE";21;16;"PG";"K";"20";"NE.21.16.PG.K.20";"";1;"0";"0";0;"0"
"2237";3653;"NE";21;16;"PG";"K";"16";"NE.21.16.PG.K.16";"";1;"0";"0";0;"0"
"2238";3655;"NE";21;16;"PG";"K";"18";"NE.21.16.PG.K.18";"";1;"0";"0";0;"0"
"2239";3656;"NE";21;11;"PR";"K";"26";"NE.21.11.PR.K.26";"";1;"Ae. geniculatus";"female";1;"1"
"2240";3657;"NE";21;11;"PR";"K";"26";"NE.21.11.PR.K.26";"";1;"Ae. annulipes s.l.";"female";1;"1"
"2241";3658;"NE";21;11;"PR";"K";"26";"NE.21.11.PR.K.26";"";1;"Cx. pipiens s.l.";"female";13;"1"
"2242";3659;"NE";21;11;"PG";"K";"24";"NE.21.11.PG.K.24";"";1;"Ae. rusticus";"female";3;"1"
"2243";3660;"NE";21;11;"PR";"K";"25";"NE.21.11.PR.K.25";"";1;"Cs. annulata";"female";1;"1"
"2244";3661;"NE";21;11;"PR";"K";"25";"NE.21.11.PR.K.25";"";1;"Ae. geniculatus";"female";1;"1"
"2245";3662;"NE";21;11;"PR";"K";"25";"NE.21.11.PR.K.25";"";1;"Ae. rusticus";"female";1;"1"
"2246";3663;"NE";21;11;"PR";"K";"25";"NE.21.11.PR.K.25";"";1;"Ae. annulipes s.l.";"female";1;"1"
"2247";3664;"NE";21;11;"PR";"K";"24";"NE.21.11.PR.K.24";"";1;"0";"0";0;"0"
"2248";3665;"NE";21;11;"PG";"K";"25";"NE.21.11.PG.K.25";"";1;"Cx. pipiens s.l.";"female";1;"1"
"2249";3666;"NE";21;11;"PG";"K";"27";"NE.21.11.PG.K.27";"";1;"Ae. japonicus";"female";1;"1"
"2250";3667;"NE";21;11;"PG";"K";"27";"NE.21.11.PG.K.27";"";1;"Cx. pipiens s.l.";"female";1;"1"
"2251";3668;"NE";21;11;"PG";"K";"26";"NE.21.11.PG.K.26";"";1;"Cx. pipiens s.l.";"female";1;"1"
"2252";3669;"NE";21;11;"PR";"K";"27";"NE.21.11.PR.K.27";"";1;"Cx. pipiens s.l.";"female";2;"1"
"2253";3670;"NE";21;11;"PR";"K";"27";"NE.21.11.PR.K.27";"";1;"Cs. annulata";"female";2;"1"
"2254";3671;"NE";21;11;"PR";"K";"27";"NE.21.11.PR.K.27";"";1;"An. maculipennis s.l.";"female";1;"1"
"2255";3672;"NE";21;11;"PR";"K";"27";"NE.21.11.PR.K.27";"";1;"Cx. territans/Cx. hortensis";"male";1;"0"
"2256";3673;"NE";21;11;"PG";"K";"28";"NE.21.11.PG.K.28";"";1;"Cx. pipiens s.l.";"female";3;"7"
"2257";3674;"NE";21;11;"PG";"K";"28";"NE.21.11.PG.K.28";"";1;"Cx. pipiens s.l.";"female";22;"1"
"2258";3675;"NE";21;11;"PG";"K";"28";"NE.21.11.PG.K.28";"";1;"Ae. vexans";"female";11;"1"
"2259";3676;"NE";21;11;"PG";"K";"28";"NE.21.11.PG.K.28";"";1;"Cs. annulata";"female";1;"1"
"2260";3686;"NE";21;15;"PG";"K";"16";"NE.21.15.PG.K.16";"";1;"0";"0";0;"0"
"2261";3690;"NE";21;15;"PG";"K";"24";"NE.21.15.PG.K.24";"";1;"Cx. pipiens s.l.";"female";14;"7"
"2262";3691;"NE";21;15;"PG";"K";"24";"NE.21.15.PG.K.24";"";1;"Cx. pipiens s.l.";"female";5;"1"
"2263";3692;"NE";21;15;"PG";"K";"24";"NE.21.15.PG.K.24";"";1;"Cx. pipiens s.l.";"male";2;"0"
"2264";3693;"NE";21;15;"PG";"K";"24";"NE.21.15.PG.K.24";"";1;"Ae. japonicus";"female";2;"1"
"2265";3694;"NE";21;15;"PG";"K";"24";"NE.21.15.PG.K.24";"";1;"Ae. vexans";"female";1;"1"
"2266";3696;"NE";21;15;"PG";"K";"18";"NE.21.15.PG.K.18";"";1;"0";"0";0;"0"
"2267";3708;"NE";21;27;"PR";"J";"2459424";"NE.21.27.PR.J.2459424";"";1;"An. claviger s.s./An. petragnani";"female";1;"1"
"2268";3709;"NE";21;27;"PR";"J";"2459424";"NE.21.27.PR.J.2459424";"";1;"Cx. pipiens s.l.";"female";23;"1"
"2269";3710;"NE";21;27;"PR";"J";"2459424";"NE.21.27.PR.J.2459424";"";1;"Cx. pipiens s.l.";"male";1;"0"
"2270";3711;"NE";21;27;"PR";"J";"2459424";"NE.21.27.PR.J.2459424";"";1;"Ae. vexans";"female";1;"1"
"2271";3712;"NE";21;27;"PR";"J";"2459421";"NE.21.27.PR.J.2459421";"";1;"Cx. pipiens s.l.";"female";3;"7"
"2272";3713;"NE";21;27;"PR";"J";"2459421";"NE.21.27.PR.J.2459421";"";1;"Cx. pipiens s.l.";"female";16;"1"
"2273";3714;"NE";21;27;"PR";"J";"2459421";"NE.21.27.PR.J.2459421";"";1;"Cx. pipiens s.l.";"male";1;"0"
"2274";3715;"NE";21;27;"PR";"J";"2459425";"NE.21.27.PR.J.2459425";"";1;"Cx. pipiens s.l.";"male";3;"0"
"2275";3729;"NE";21;27;"PR";"J";"2459426";"NE.21.27.PR.J.2459426";"";1;"Ae. vexans";"female";3;"1"
"2276";3730;"NE";21;27;"PR";"J";"2459426";"NE.21.27.PR.J.2459426";"";1;"Cx. pipiens s.l.";"female";5;"7"
"2277";3731;"NE";21;27;"PR";"J";"2459426";"NE.21.27.PR.J.2459426";"";1;"Cx. pipiens s.l.";"female";11;"1"
"2278";3732;"NE";21;27;"PR";"J";"2459426";"NE.21.27.PR.J.2459426";"";1;"Cx. pipiens s.l.";"male";1;"0"
"2279";3733;"NE";21;27;"PR";"J";"2459381";"NE.21.27.PR.J.2459381";"";1;"Cx. pipiens s.l.";"female";2;"7"
"2280";3735;"NE";21;27;"PR";"J";"2459380";"NE.21.27.PR.J.2459380";"";0;"0";"0";0;"0"
"2281";3736;"NE";21;27;"PR";"J";"2459384";"NE.21.27.PR.J.2459384";"";2;"Cx. pipiens s.l.";"female";5;"7"
"2282";3737;"NE";21;27;"PR";"J";"2459384";"NE.21.27.PR.J.2459384";"";2;"Cx. pipiens s.l.";"female";2;"1"
"2283";3738;"NE";21;27;"PR";"J";"2459384";"NE.21.27.PR.J.2459384";"";2;"Cx. pipiens s.l.";"male";1;"0"
"2284";3739;"NE";21;27;"PR";"J";"2459379";"NE.21.27.PR.J.2459379";"";1;"Cx. pipiens s.l.";"female";1;"1"
"2285";3740;"NE";21;27;"PR";"J";"2459411";"NE.21.27.PR.J.2459411";"";1;"Cx. pipiens s.l.";"female";2;"7"
"2286";3741;"NE";21;27;"PR";"J";"2459411";"NE.21.27.PR.J.2459411";"";1;"Cx. pipiens s.l.";"female";5;"1"
"2287";3742;"NE";21;27;"PR";"J";"2459383";"NE.21.27.PR.J.2459383";"";1;"Cx. pipiens s.l.";"female";5;"7"
"2288";3743;"NE";21;27;"PR";"J";"2459383";"NE.21.27.PR.J.2459383";"";2;"Cx. pipiens s.l.";"male";2;"0"
"2289";3748;"NE";21;27;"PR";"J";"2459376";"NE.21.27.PR.J.2459376";"";1;"Ae. vexans";"female";1;"1"
"2290";3749;"NE";21;27;"PR";"J";"2459376";"NE.21.27.PR.J.2459376";"";1;"Cx. pipiens s.l.";"female";1;"1"
"2291";3750;"NE";21;27;"PR";"J";"2459376";"NE.21.27.PR.J.2459376";"";1;"Cs. annulata";"female";1;"1"
"2292";3753;"NE";21;27;"PR";"J";"2459382";"NE.21.27.PR.J.2459382";"";1;"Cx. pipiens s.l.";"female";3;"7"
"2293";3762;"NE";21;27;"PR";"J";"2459407";"NE.21.27.PR.J.2459407";"";1;"Cx. pipiens s.l.";"female";7;"7"
"2294";3763;"NE";21;27;"PR";"J";"2459407";"NE.21.27.PR.J.2459407";"";1;"Cx. pipiens s.l.";"female";1;"1"
"2295";3764;"NE";21;27;"PR";"J";"2459407";"NE.21.27.PR.J.2459407";"";1;"Cx. pipiens s.l.";"male";1;"0"
"2296";3766;"NE";21;9;"PG";"J";"2459354";"NE.21.9.PG.J.2459354";"";4;"0";"0";0;"0"
"2297";3767;"NE";21;9;"PR";"J";"2459357";"NE.21.9.PR.J.2459357";"";3;"Cx. pipiens s.l.";"female";1;"1"
"2298";3768;"NE";21;9;"PG";"J";"2459348";"NE.21.9.PG.J.2459348";"";6;"Cx. pipiens s.l.";"female";2;"7"
"2299";3769;"NE";21;9;"PG";"J";"2459328";"NE.21.9.PG.J.2459328";"";6;"0";"0";0;"0"
"2300";3770;"NE";21;9;"PR";"J";"2459354";"NE.21.9.PR.J.2459354";"";3;"Cx. pipiens s.l.";"female";3;"7"
"2301";3771;"NE";21;9;"PR";"J";"2459354";"NE.21.9.PR.J.2459354";"";3;"Cx. pipiens s.l.";"female";2;"1"
"2302";3772;"NE";21;9;"PG";"J";"2459327";"NE.21.9.PG.J.2459327";"";1;"Cx. pipiens s.l.";"female";1;"1"
"2303";3773;"NE";21;9;"PR";"J";"2459346";"NE.21.9.PR.J.2459346";"";2;"0";"0";0;"0"
"2304";3774;"NE";21;9;"PR";"J";"2459327";"NE.21.9.PR.J.2459327";"";1;"Cx. pipiens s.l.";"female";1;"1"
"2305";3775;"NE";21;9;"PG";"J";"2459358";"NE.21.9.PG.J.2459358";"";3;"Cx. pipiens s.l.";"female";1;"1"
"2306";3776;"NE";21;9;"PG";"J";"2459358";"NE.21.9.PG.J.2459358";"";3;"Cx. pipiens s.l.";"male";1;"0"
"2307";3777;"NE";21;9;"PG";"J";"2459339";"NE.21.9.PG.J.2459339";"";2;"0";"0";0;"0"
"2308";3778;"NE";21;9;"PR";"J";"2459334";"NE.21.9.PR.J.2459334";"";5;"0";"0";0;"0"
"2309";3779;"NE";21;11;"PG";"K";"36";"NE.21.11.PG.K.36";"";1;"Cx. pipiens s.l.";"female";2;"1"
"2310";3780;"NE";21;11;"PG";"K";"32";"NE.21.11.PG.K.32";"";1;"Cx. pipiens s.l.";"female";1;"1"
"2311";3781;"NE";21;11;"PG";"K";"37";"NE.21.11.PG.K.37";"";1;"Cs. annulata";"female";2;"1"
"2312";3782;"NE";21;11;"PG";"K";"37";"NE.21.11.PG.K.37";"";1;"Cx. pipiens s.l.";"female";1;"1"
"2313";3783;"NE";21;11;"PR";"K";"37";"NE.21.11.PR.K.37";"";1;"Cs. annulata";"female";2;"1"
"2314";3784;"NE";21;11;"PR";"K";"37";"NE.21.11.PR.K.37";"";1;"Cx. pipiens s.l.";"female";6;"1"
"2315";3785;"NE";21;11;"PR";"K";"34";"NE.21.11.PR.K.34";"";1;"Cs. annulata";"female";2;"1"
"2316";3786;"NE";21;11;"PR";"K";"34";"NE.21.11.PR.K.34";"";1;"Ae. japonicus";"female";1;"1"
"2317";3787;"NE";21;11;"PR";"K";"34";"NE.21.11.PR.K.34";"";1;"An. claviger s.s./An. petragnani";"female";1;"1"
"2318";3788;"NE";21;11;"PR";"K";"34";"NE.21.11.PR.K.34";"";1;"Ae. vexans";"female";1;"1"
"2319";3789;"NE";21;11;"PR";"K";"34";"NE.21.11.PR.K.34";"";1;"Cx. pipiens s.l.";"female";4;"1"
"2320";3790;"NE";21;11;"PR";"K";"36";"NE.21.11.PR.K.36";"";1;"Ae. japonicus";"female";1;"1"
"2321";3791;"NE";21;11;"PR";"K";"36";"NE.21.11.PR.K.36";"";1;"Cx. pipiens s.l.";"female";5;"1"
"2322";3792;"NE";21;11;"PG";"K";"34";"NE.21.11.PG.K.34";"";1;"Cx. pipiens s.l.";"female";1;"1"
"2323";3793;"NE";21;11;"PG";"K";"35";"NE.21.11.PG.K.35";"";1;"Cx. pipiens s.l.";"female";2;"1"
"2324";3794;"NE";21;11;"PR";"K";"35";"NE.21.11.PR.K.35";"";1;"Cs. annulata";"female";1;"1"
"2325";3795;"NE";21;11;"PR";"K";"35";"NE.21.11.PR.K.35";"";1;"Cx. pipiens s.l.";"female";1;"1"
"2326";3796;"NE";21;11;"PR";"K";"35";"NE.21.11.PR.K.35";"";1;"Ae. japonicus";"female";1;"1"
"2327";3797;"NE";21;11;"PR";"K";"32";"NE.21.11.PR.K.32";"";1;"Ae. japonicus";"female";1;"1"
"2328";3798;"NE";21;11;"PR";"K";"32";"NE.21.11.PR.K.32";"";1;"Cx. pipiens s.l.";"female";25;"1"
"2329";3799;"NE";21;11;"PR";"K";"32";"NE.21.11.PR.K.32";"";1;"Cx. pipiens s.l.";"female";25;"1"
"2330";3800;"NE";21;11;"PR";"K";"32";"NE.21.11.PR.K.32";"";1;"Cx. pipiens s.l.";"female";25;"1"
"2331";3801;"NE";21;11;"PR";"K";"32";"NE.21.11.PR.K.32";"";1;"Cx. pipiens s.l.";"female";25;"1"
"2332";3802;"NE";21;11;"PR";"K";"32";"NE.21.11.PR.K.32";"";1;"Cx. pipiens s.l.";"female";25;"1"
"2333";3803;"NE";21;11;"PR";"K";"32";"NE.21.11.PR.K.32";"";1;"Cx. pipiens s.l.";"female";25;"1"
"2334";3804;"NE";21;11;"PR";"K";"32";"NE.21.11.PR.K.32";"";1;"Cx. pipiens s.l.";"female";25;"1"
"2335";3805;"NE";21;11;"PR";"K";"32";"NE.21.11.PR.K.32";"";1;"Cx. pipiens s.l.";"female";25;"1"
"2336";3806;"NE";21;11;"PR";"K";"32";"NE.21.11.PR.K.32";"";1;"Cx. pipiens s.l.";"female";14;"1"
"2337";3807;"NE";21;11;"PR";"K";"32";"NE.21.11.PR.K.32";"";1;"Ae. vexans";"female";4;"1"
"2338";3808;"NE";21;11;"PR";"K";"32";"NE.21.11.PR.K.32";"";1;"Cs. morsitans";"female";1;"1"
"2339";3809;"NE";21;11;"PR";"K";"32";"NE.21.11.PR.K.32";"";1;"Cs. annulata";"female";2;"1"
"2340";3810;"NE";21;11;"PR";"K";"33";"NE.21.11.PR.K.33";"";1;"Cx. pipiens s.l.";"female";25;"1"
"2341";3811;"NE";21;11;"PR";"K";"33";"NE.21.11.PR.K.33";"";1;"Cx. pipiens s.l.";"female";5;"1"
"2342";3812;"NE";21;11;"PR";"K";"33";"NE.21.11.PR.K.33";"";1;"Ae. vexans";"female";3;"1"
"2343";3813;"NE";21;11;"PR";"K";"33";"NE.21.11.PR.K.33";"";1;"Cs. annulata";"female";11;"1"
"2344";3814;"NE";21;11;"PG";"K";"33";"NE.21.11.PG.K.33";"";1;"0";"0";0;"0"
"2345";3815;"NE";21;11;"PG";"K";"17";"NE.21.11.PG.K.17";"";1;"0";"0";0;"0"
"2346";3816;"NE";21;11;"PR";"K";"18";"NE.21.11.PR.K.18";"";1;"0";"0";0;"0"
"2347";3817;"NE";21;11;"PR";"K";"17";"NE.21.11.PR.K.17";"";1;"0";"0";0;"0"
"2348";3818;"NE";21;11;"PG";"K";"20";"NE.21.11.PG.K.20";"";1;"0";"0";0;"0"
"2349";3819;"NE";21;11;"PG";"K";"21";"NE.21.11.PG.K.21";"";1;"0";"0";0;"0"
"2350";3820;"NE";21;11;"PR";"K";"21";"NE.21.11.PR.K.21";"";1;"Ae. rusticus";"female";1;"1"
"2351";3821;"NE";21;11;"PR";"K";"21";"NE.21.11.PR.K.21";"";1;"Ae. annulipes s.l.";"female";1;"1"
"2352";3822;"NE";21;11;"PR";"K";"20";"NE.21.11.PR.K.20";"";1;"Ae. rusticus";"female";1;"1"
"2353";3823;"NE";21;11;"PR";"K";"20";"NE.21.11.PR.K.20";"";1;"Ae. rusticus";"female";9;"1"
"2354";3824;"NE";21;11;"PG";"K";"23";"NE.21.11.PG.K.23";"";1;"Ae. rusticus";"female";1;"1"
"2355";3825;"NE";21;11;"PG";"K";"23";"NE.21.11.PG.K.23";"";1;"Ae. rusticus";"female";1;"1"
"2356";3826;"NE";21;11;"PG";"K";"23";"NE.21.11.PG.K.23";"";1;"Ae. annulipes s.l.";"female";2;"1"
"2357";3827;"NE";21;11;"PG";"K";"19";"NE.21.11.PG.K.19";"";1;"0";"0";0;"0"
"2358";3828;"NE";21;11;"PR";"K";"23";"NE.21.11.PR.K.23";"";1;"Ae. geniculatus";"male";1;"0"
"2359";3829;"NE";21;11;"PG";"K";"18";"NE.21.11.PG.K.18";"";1;"0";"0";0;"0"
"2360";3830;"NE";21;11;"PR";"K";"19";"NE.21.11.PR.K.19";"";1;"0";"0";0;"0"
